example_id                                                 | status  | run_time        |
./spec/policies/invoice_policy_spec.rb[1:6:1:10]           | passed  | 0.12643 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:11]           | passed  | 0.1028 seconds  |
./spec/policies/invoice_policy_spec.rb[1:7:1]              | passed  | 0.15921 seconds |
./spec/policies/invoice_policy_spec.rb[1:7:2]              | passed  | 0.09842 seconds |
./spec/policies/invoice_policy_spec.rb[1:7:3]              | passed  | 0.09334 seconds |
./spec/policies/invoice_policy_spec.rb[1:7:4]              | passed  | 0.01163 seconds |
./spec/policies/invoice_policy_spec.rb[1:7:5]              | passed  | 0.11083 seconds |
./spec/policies/invoice_policy_spec.rb[1:7:6]              | passed  | 0.01176 seconds |
./spec/requests/adjustment_spec.rb[1:1:1:1]                | passed  | 2.25 seconds    |
./spec/requests/adjustment_spec.rb[1:2:1:1]                | passed  | 0.06611 seconds |
./spec/requests/adjustment_spec.rb[1:3:1:1]                | passed  | 0.06313 seconds |
./spec/requests/adjustment_spec.rb[1:4:1:1]                | passed  | 0.05923 seconds |
./spec/requests/adjustment_spec.rb[1:5:1:1]                | passed  | 0.05607 seconds |
./spec/requests/area_spec.rb[1:1:1:1]                      | passed  | 0.03426 seconds |
./spec/requests/area_spec.rb[1:1:1:2]                      | passed  | 0.0289 seconds  |
./spec/requests/area_spec.rb[1:1:2]                        | passed  | 0.0437 seconds  |
./spec/requests/area_spec.rb[1:1:3]                        | passed  | 0.07749 seconds |
./spec/requests/area_spec.rb[1:1:4]                        | passed  | 0.09193 seconds |
./spec/requests/area_spec.rb[1:1:5]                        | passed  | 0.06746 seconds |
./spec/requests/area_spec.rb[1:1:6]                        | passed  | 0.14812 seconds |
./spec/requests/area_spec.rb[1:2:1:1]                      | passed  | 0.05299 seconds |
./spec/requests/area_spec.rb[1:2:1:2]                      | passed  | 0.0261 seconds  |
./spec/requests/area_spec.rb[1:2:2]                        | passed  | 0.02098 seconds |
./spec/requests/area_spec.rb[1:2:3]                        | passed  | 0.01944 seconds |
./spec/requests/area_spec.rb[1:2:4]                        | passed  | 0.01975 seconds |
./spec/requests/area_spec.rb[1:2:5]                        | passed  | 0.01796 seconds |
./spec/requests/area_spec.rb[1:2:6]                        | passed  | 0.02015 seconds |
./spec/requests/area_spec.rb[1:3:1:1]                      | passed  | 0.01384 seconds |
./spec/requests/area_spec.rb[1:3:1:2]                      | passed  | 0.01663 seconds |
./spec/requests/area_spec.rb[1:3:1:3]                      | passed  | 0.01412 seconds |
./spec/requests/area_spec.rb[1:3:1:4]                      | passed  | 0.01514 seconds |
